1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
24978.00 ,0.5,7.30 ,146,288,124.00 ,67.70 ,2.00 ,1210.00 ,7.40 ,145,109.00 ,68.80 ,1.30 ,1164.00 ,7.40 ,81,200.00 ,52.00 ,67.30 ,0.10 ,1202.00 ,7.50 ,20,0.00 ,29.00 ,82.90 ,0.02 ,1259.00 ,0.00 ,52.30 ,92.30 ,75.3,0.00 ,86.3,0.00 ,76.60 ,99.00 ,D-5/8/91
40529.00 ,4.5,7.70 ,192,253,186.00 ,0.00 ,5.00 ,1818.00 ,7.60 ,250,194.00 ,0.00 ,4.50 ,1745.00 ,7.50 ,108,197.00 ,80.00 ,0.00 ,0.30 ,1625.00 ,7.50 ,14,48.00 ,13.00 ,0.00 ,0.02 ,1726.00 ,56.8,58.80 ,94.40 ,87,75.6,92.7,81,93.00 ,99.60 ,D-5/9/90
34322.00 ,3,8.40 ,249,600,216.00 ,77.80 ,5.00 ,1566.00 ,8.30 ,220,204.00 ,74.50 ,5.30 ,1583.00 ,8.20 ,161,328.00 ,86.00 ,76.70 ,0.40 ,1643.00 ,7.70 ,18,88.00 ,12.00 ,83.30 ,0.05 ,1655.00 ,26.8,57.80 ,92.40 ,88.8,73.2,92.8,85.3,94.40 ,99.00 ,D-6/1/91
33695.00 ,1.1,7.30 ,133,520,0.00 ,85.00 ,3.30 ,1258.00 ,7.60 ,155,128.00 ,79.70 ,3.00 ,1251.00 ,7.70 ,87,194.00 ,0.00 ,0.00 ,0.20 ,1130.00 ,7.80 ,16,44.00 ,0.00 ,0.00 ,0.01 ,1165.00 ,43.9,0.00 ,93.30 ,81.6,77.3,88,91.5,0.00 ,99.70 ,D-6/10/91
42394.00 ,1.51,8.20 ,241,688,270.00 ,53.30 ,4.50 ,1566.00 ,8.20 ,331,244.00 ,55.70 ,4.20 ,1571.00 ,8.20 ,125,294.00 ,108.00 ,61.10 ,0.20 ,1550.00 ,7.80 ,26,0.00 ,21.00 ,64.80 ,0.01 ,1409.00 ,62.2,55.70 ,95.20 ,79.2,0.00 ,89.2,0.00 ,92.20 ,99.80 ,D-6/11/90
26348.00 ,1,8.10 ,253,473,212.00 ,79.30 ,7.00 ,1990.00 ,8.10 ,250,246.00 ,74.80 ,6.00 ,1950.00 ,8.10 ,202,384.00 ,112.00 ,82.10 ,0.20 ,2220.00 ,7.70 ,23,105.00 ,22.00 ,89.10 ,0.01 ,2130.00 ,19.2,54.50 ,96.70 ,88.6,72.7,90.9,77.8,89.60 ,99.90 ,D-6/12/90
37312.00 ,1,8.10 ,205,492,192.00 ,70.80 ,4.00 ,1454.00 ,8.10 ,0.00 ,200.00 ,72.00 ,5.50 ,1489.00 ,7.90 ,217,433.00 ,134.00 ,79.10 ,0.30 ,1423.00 ,7.70 ,32,114.00 ,37.00 ,83.80 ,0.00 ,1275.00 ,0.00 ,33.00 ,94.50 ,85.3,73.7,84.4,76.8,80.70 ,100.00 ,D-6/2/90
35338.00 ,3.2,8.00 ,195,574,166.00 ,69.90 ,4.90 ,1563.00 ,8.00 ,156,188.00 ,68.10 ,4.00 ,1580.00 ,8.00 ,131,337.00 ,76.00 ,78.90 ,0.50 ,1695.00 ,7.70 ,17,83.00 ,16.00 ,87.50 ,0.02 ,1736.00 ,16,59.60 ,87.50 ,87,75.4,91.3,85.5,90.40 ,99.60 ,D-6/2/91
35023.00 ,3.5,7.90 ,205,588,192.00 ,65.60 ,4.50 ,2430.00 ,7.80 ,236,268.00 ,73.10 ,8.50 ,2280.00 ,7.80 ,158,376.00 ,96.00 ,77.10 ,0.40 ,2060.00 ,7.60 ,20,104.00 ,20.00 ,96.70 ,0.00 ,1840.00 ,33.1,64.20 ,95.30 ,87.3,72.3,90.2,82.3,89.60 ,100.00 ,D-6/3/90
39804.00 ,4.85,7.90 ,209,416,196.00 ,68.40 ,5.00 ,1711.00 ,7.90 ,277,250.00 ,69.60 ,7.00 ,1774.00 ,7.90 ,138,348.00 ,110.00 ,78.20 ,0.60 ,1845.00 ,7.70 ,16,107.00 ,19.00 ,77.80 ,0.02 ,1813.00 ,50.2,56.00 ,91.40 ,88.4,69.3,92.3,74.3,90.30 ,99.60 ,D-6/3/91
45772.00 ,2,7.90 ,162,348,156.00 ,64.10 ,3.10 ,1340.00 ,7.90 ,228,252.00 ,65.10 ,5.90 ,1398.00 ,7.90 ,135,329.00 ,110.00 ,78.20 ,0.70 ,1377.00 ,7.70 ,17,127.00 ,14.00 ,92.90 ,0.00 ,1423.00 ,40.8,56.30 ,88.10 ,87.4,61.4,89.5,63.5,91.00 ,100.00 ,D-6/4/90
38990.00 ,1.4,7.80 ,189,357,172.00 ,67.40 ,4.00 ,1160.00 ,7.70 ,213,212.00 ,62.30 ,5.50 ,1232.00 ,7.70 ,123,255.00 ,80.00 ,80.00 ,0.30 ,1237.00 ,7.60 ,30,122.00 ,42.00 ,81.00 ,0.05 ,1304.00 ,42.3,62.30 ,94.50 ,75.6,52.2,84.1,65.8,75.60 ,98.80 ,D-6/5/90
36976.00 ,0.94,7.90 ,152,510,136.00 ,67.60 ,3.00 ,1235.00 ,7.70 ,145,148.00 ,66.20 ,2.50 ,1266.00 ,7.70 ,75,204.00 ,72.00 ,69.40 ,0.30 ,1247.00 ,7.60 ,16,65.00 ,11.00 ,90.90 ,0.02 ,1279.00 ,48.3,51.40 ,88.00 ,78.7,68.1,89.5,87.3,91.90 ,99.30 ,D-6/5/91
39421.00 ,1,7.90 ,189,457,1004.00 ,25.50 ,24.00 ,1218.00 ,7.80 ,234,1384.00 ,25.40 ,35.00 ,1257.00 ,7.70 ,156,323.00 ,140.00 ,65.70 ,0.30 ,1308.00 ,7.80 ,19,79.00 ,21.00 ,81.00 ,0.05 ,1172.00 ,33.3,89.90 ,99.10 ,87.8,75.5,89.9,82.7,97.90 ,100.00 ,D-6/6/90
35509.00 ,1.14,7.80 ,181,358,228.00 ,64.00 ,4.30 ,1224.00 ,7.90 ,243,456.00 ,49.60 ,9.50 ,1263.00 ,7.90 ,107,272.00 ,112.00 ,66.70 ,0.30 ,1265.00 ,7.80 ,16,105.00 ,16.00 ,75.00 ,0.01 ,1268.00 ,56,75.40 ,96.80 ,85,61.4,91.2,70.7,93.00 ,99.80 ,D-6/6/91
36389.00 ,0.9,7.70 ,156,391,156.00 ,53.80 ,3.50 ,1358.00 ,7.80 ,161,172.00 ,58.10 ,3.00 ,1412.00 ,7.90 ,116,285.00 ,66.00 ,72.70 ,0.30 ,1460.00 ,7.90 ,11,86.00 ,14.00 ,50.00 ,0.00 ,1425.00 ,28,61.60 ,91.70 ,90.5,69.8,92.9,78,91.00 ,100.00 ,D-6/7/90
52851.00 ,0.3,8.10 ,64,161,172.00 ,40.70 ,2.00 ,1350.00 ,8.00 ,59,146.00 ,45.20 ,1.10 ,1315.00 ,7.90 ,44,114.00 ,63.00 ,63.50 ,0.10 ,292.00 ,8.10 ,8,31.00 ,14.00 ,80.00 ,0.00 ,1400.00 ,25.4,56.80 ,90.90 ,81.8,72.8,87.5,80.7,91.90 ,100.00 ,D-6/8/90
29719.00 ,0.2,7.60 ,133,284,186.00 ,71.00 ,5.00 ,1114.00 ,7.60 ,136,194.00 ,68.00 ,2.50 ,1095.00 ,7.60 ,61,160.00 ,52.00 ,94.20 ,0.10 ,1076.00 ,7.80 ,11,60.00 ,21.00 ,91.40 ,0.02 ,1100.00 ,55.1,73.20 ,96.00 ,82,62.5,91.7,78.9,88.70 ,99.60 ,D-6/8/91
38231.00 ,0.8,7.70 ,124,234,120.00 ,0.00 ,1.80 ,1550.00 ,7.90 ,123,220.00 ,0.00 ,4.00 ,1651.00 ,7.80 ,87,156.00 ,76.00 ,0.00 ,0.20 ,1586.00 ,7.90 ,18,84.00 ,74.00 ,0.00 ,0.20 ,1661.00 ,29.3,65.50 ,95.00 ,79.3,46.2,85.5,64.1,38.30 ,88.90 ,D-6/9/90
32527.00 ,3,7.80 ,187,460,180.00 ,67.80 ,5.20 ,1832.00 ,7.90 ,219,236.00 ,66.10 ,5.50 ,1920.00 ,7.80 ,190,355.00 ,100.00 ,80.00 ,0.30 ,1646.00 ,7.50 ,28,105.00 ,30.00 ,82.00 ,0.00 ,1590.00 ,13.2,57.60 ,95.50 ,85.3,70.4,85,77.2,83.30 ,100.00 ,D-7/1/90
35111.00 ,0.5,7.90 ,228,461,126.00 ,74.60 ,2.50 ,1113.00 ,8.10 ,243,142.00 ,76.10 ,2.50 ,1104.00 ,8.00 ,122,279.00 ,92.00 ,78.30 ,0.50 ,1061.00 ,7.80 ,14,89.00 ,13.00 ,65.40 ,0.02 ,1142.00 ,49.8,35.20 ,80.00 ,88.5,68.1,93.9,80.7,89.70 ,99.20 ,D-7/1/91
39566.00 ,5.8,7.70 ,192,416,236.00 ,57.60 ,4.50 ,1447.00 ,7.60 ,296,384.00 ,54.20 ,7.00 ,1445.00 ,7.70 ,148,270.00 ,108.00 ,66.70 ,0.40 ,1380.00 ,7.80 ,13,78.00 ,14.00 ,71.40 ,0.02 ,1408.00 ,50,71.90 ,94.30 ,91.2,71.1,93.2,81.3,94.10 ,99.60 ,D-7/10/90
44364.00 ,2.5,8.00 ,182,364,154.00 ,68.80 ,3.00 ,1672.00 ,8.10 ,156,224.00 ,49.10 ,3.50 ,1750.00 ,8.00 ,136,261.00 ,86.00 ,65.10 ,0.20 ,1694.00 ,7.80 ,20,83.00 ,17.00 ,77.60 ,0.01 ,1683.00 ,12.8,61.60 ,94.30 ,85.3,68.2,89,77.2,89.00 ,99.70 ,D-7/11/90
28680.00 ,1.7,8.10 ,256,539,188.00 ,74.50 ,4.70 ,1803.00 ,8.10 ,337,218.00 ,75.20 ,5.20 ,1732.00 ,8.10 ,186,365.00 ,102.00 ,84.30 ,0.50 ,1804.00 ,7.80 ,27,116.00 ,23.00 ,87.00 ,0.00 ,1932.00 ,44.8,53.20 ,90.40 ,85.5,68.2,89.5,78.5,87.80 ,100.00 ,D-7/12/90
38568.00 ,0.7,8.20 ,233,506,204.00 ,66.70 ,6.70 ,1692.00 ,8.30 ,218,212.00 ,66.00 ,10.50 ,1614.00 ,7.90 ,188,355.00 ,88.00 ,81.80 ,0.20 ,1516.00 ,7.50 ,47,116.00 ,59.00 ,81.40 ,0.05 ,1483.00 ,13.8,58.50 ,98.60 ,75,67.3,79.8,77.1,71.10 ,99.30 ,D-7/2/90
37120.00 ,2.57,8.00 ,212,546,184.00 ,72.80 ,4.50 ,2240.00 ,8.00 ,312,182.00 ,74.70 ,4.30 ,2160.00 ,8.00 ,169,329.00 ,94.00 ,74.50 ,0.50 ,1940.00 ,7.80 ,16,91.00 ,14.00 ,92.90 ,0.00 ,1860.00 ,45.8,48.40 ,89.40 ,90.5,72.3,92.5,83.3,92.40 ,100.00 ,D-7/2/91
36924.00 ,1.5,8.00 ,242,496,176.00 ,64.80 ,4.00 ,2110.00 ,7.90 ,0.00 ,236.00 ,57.60 ,4.50 ,2020.00 ,7.80 ,0.00 ,372.00 ,88.00 ,68.20 ,0.20 ,2250.00 ,7.60 ,19,108.00 ,22.00 ,65.90 ,0.02 ,2120.00 ,0.00 ,62.70 ,95.60 ,0.00 ,71,92.1,78.2,87.50 ,99.50 ,D-7/3/90
45804.00 ,2.2,7.90 ,170,380,146.00 ,79.50 ,4.50 ,1949.00 ,7.90 ,236,160.00 ,76.30 ,4.50 ,1957.00 ,7.90 ,161,328.00 ,82.00 ,90.20 ,0.60 ,2110.00 ,7.80 ,23,127.00 ,21.00 ,93.30 ,0.02 ,2130.00 ,31.8,48.80 ,86.70 ,85.7,61.3,86.5,66.6,85.60 ,99.60 ,D-7/3/91
43082.00 ,0.68,7.80 ,173,496,178.00 ,66.30 ,4.50 ,1329.00 ,7.90 ,365,212.00 ,63.20 ,5.00 ,1303.00 ,7.90 ,124,304.00 ,100.00 ,78.00 ,0.40 ,1338.00 ,7.70 ,23,88.00 ,23.00 ,87.00 ,0.05 ,1408.00 ,66,52.80 ,92.00 ,81.5,71.1,86.7,82.3,87.10 ,98.90 ,D-7/4/91
37710.00 ,3,7.50 ,312,388,204.00 ,61.80 ,4.00 ,1026.00 ,7.50 ,211,214.00 ,64.50 ,5.00 ,1020.00 ,7.50 ,111,222.00 ,86.00 ,76.70 ,0.20 ,1016.00 ,7.40 ,42,154.00 ,69.00 ,83.10 ,0.10 ,1092.00 ,47.4,59.80 ,96.00 ,62.2,30.6,86.5,60.3,66.20 ,97.50 ,D-7/5/90
33085.00 ,0.82,7.70 ,185,518,202.00 ,66.30 ,3.00 ,2350.00 ,7.80 ,345,210.00 ,67.60 ,3.50 ,2120.00 ,7.70 ,156,355.00 ,98.00 ,83.70 ,0.50 ,2080.00 ,7.70 ,14,65.00 ,13.00 ,92.30 ,0.02 ,1568.00 ,54.8,53.30 ,87.10 ,91,81.7,92.4,87.5,93.60 ,99.30 ,D-7/5/91
36131.00 ,1,7.90 ,215,500,252.00 ,61.90 ,4.70 ,1512.00 ,7.80 ,233,348.00 ,49.40 ,7.50 ,1427.00 ,7.80 ,147,327.00 ,102.00 ,68.60 ,0.30 ,1436.00 ,7.90 ,25,75.00 ,23.00 ,78.30 ,0.01 ,1409.00 ,36.9,70.70 ,96.00 ,83,77.1,88.4,85,90.90 ,99.80 ,D-7/6/90
34903.00 ,2.22,7.70 ,227,416,218.00 ,62.40 ,5.40 ,1335.00 ,7.70 ,257,416.00 ,50.00 ,8.00 ,1350.00 ,7.70 ,156,311.00 ,134.00 ,59.70 ,0.50 ,1368.00 ,7.70 ,25,86.00 ,16.00 ,75.00 ,0.01 ,1379.00 ,39.3,67.80 ,93.80 ,84,72.3,89,79.3,92.70 ,99.80 ,D-7/6/91
32454.00 ,3.42,7.40 ,148,545,202.00 ,72.30 ,0.00 ,1337.00 ,7.40 ,138,272.00 ,62.50 ,0.00 ,1334.00 ,7.40 ,67,200.00 ,76.00 ,88.90 ,0.00 ,1283.00 ,7.40 ,11,163.00 ,11.00 ,90.90 ,0.00 ,1365.00 ,51.4,72.10 ,0.00 ,83.6,18.5,92.6,70.1,94.60 ,68.20 ,D-7/7/91
40585.00 ,0.35,8.00 ,66,152,364.00 ,20.30 ,1.60 ,1403.00 ,8.10 ,86,412.00 ,19.90 ,2.50 ,1383.00 ,8.00 ,49,114.00 ,80.00 ,46.30 ,0.20 ,1407.00 ,8.00 ,11,24.00 ,12.00 ,76.70 ,0.00 ,1433.00 ,43,80.60 ,92.00 ,77.6,78.9,83.3,84.2,96.70 ,100.00 ,D-7/8/90
29741.00 ,0.45,7.90 ,151,316,196.00 ,64.30 ,2.50 ,948.00 ,7.80 ,163,200.00 ,69.00 ,3.00 ,904.00 ,7.90 ,90,220.00 ,71.00 ,81.70 ,0.20 ,929.00 ,8.00 ,16,44.00 ,22.00 ,85.50 ,0.00 ,951.00 ,44.8,64.50 ,95.00 ,82.2,80,89.4,86.1,88.80 ,100.00 ,D-7/8/91
36909.00 ,1.3,7.60 ,172,394,226.00 ,51.30 ,5.50 ,1324.00 ,7.60 ,197,302.00 ,47.00 ,4.00 ,1306.00 ,7.70 ,119,257.00 ,92.00 ,65.20 ,0.20 ,1368.00 ,7.80 ,14,74.00 ,13.00 ,70.80 ,0.00 ,1418.00 ,39.6,69.50 ,96.30 ,88.2,71.2,91.9,81.2,94.20 ,100.00 ,D-7/9/90
27760.00 ,1.2,7.60 ,199,466,186.00 ,74.20 ,4.50 ,1220.00 ,7.50 ,225,176.00 ,81.80 ,4.00 ,1208.00 ,7.50 ,139,314.00 ,94.00 ,87.20 ,0.20 ,1315.00 ,7.40 ,21,122.00 ,25.00 ,84.00 ,0.02 ,1411.00 ,38.2,46.60 ,95.00 ,84.9,61.1,89.4,73.8,86.60 ,99.60 ,D-8/1/90
40585.00 ,0.8,8.30 ,230,524,158.00 ,70.90 ,5.00 ,1178.00 ,8.20 ,285,186.00 ,66.70 ,5.50 ,1217.00 ,8.10 ,117,304.00 ,82.00 ,70.70 ,0.30 ,1178.00 ,7.80 ,13,92.00 ,13.00 ,73.10 ,0.02 ,1114.00 ,58.9,55.90 ,94.50 ,88.9,69.7,94.3,82.4,91.80 ,100.00 ,D-8/1/91
45469.00 ,1.97,7.30 ,129,237,234.00 ,38.50 ,1.50 ,1190.00 ,7.40 ,123,228.00 ,42.10 ,2.00 ,1202.00 ,7.40 ,73,175.00 ,110.00 ,34.50 ,0.20 ,1309.00 ,7.50 ,7,66.00 ,19.00 ,63.20 ,0.02 ,1631.00 ,40.7,51.80 ,90.00 ,90.4,62.3,94.6,72.2,91.90 ,98.70 ,D-8/10/90
30442.00 ,4.5,7.80 ,152,318,204.00 ,55.90 ,3.50 ,1615.00 ,7.90 ,135,236.00 ,56.80 ,4.50 ,1595.00 ,7.90 ,103,198.00 ,74.00 ,75.70 ,0.30 ,1630.00 ,7.90 ,13,62.00 ,13.00 ,86.20 ,0.01 ,1534.00 ,23.7,68.60 ,93.30 ,87.4,68.7,91.4,80.5,93.60 ,99.70 ,D-8/10/91
44235.00 ,1.9,7.90 ,195,428,210.00 ,69.50 ,6.50 ,1835.00 ,8.20 ,194,250.00 ,56.80 ,3.50 ,1873.00 ,8.20 ,121,289.00 ,104.00 ,67.30 ,0.20 ,1855.00 ,8.00 ,15,75.00 ,22.00 ,72.70 ,0.01 ,1820.00 ,37.6,58.40 ,94.30 ,87.6,74,92.3,82.5,89.50 ,99.80 ,D-8/11/90
38655.00 ,1.5,7.90 ,179,344,172.00 ,65.10 ,3.80 ,1379.00 ,8.00 ,148,156.00 ,74.40 ,4.00 ,1412.00 ,7.80 ,155,301.00 ,86.00 ,81.40 ,0.20 ,1426.00 ,7.50 ,26,97.00 ,35.00 ,82.90 ,0.00 ,1470.00 ,0.00 ,44.90 ,95.00 ,83.2,67.8,85.5,71.8,79.70 ,100.00 ,D-8/2/90
35190.00 ,10,8.10 ,227,812,350.00 ,59.40 ,0.70 ,1512.00 ,8.10 ,323,358.00 ,59.80 ,7.30 ,1592.00 ,8.10 ,175,412.00 ,150.00 ,70.70 ,1.20 ,1524.00 ,7.80 ,21,91.00 ,20.00 ,90.00 ,0.10 ,1565.00 ,45.8,58.10 ,83.40 ,88,77.9,90.7,88.8,94.30 ,85.70 ,D-8/2/91
38572.00 ,3,7.80 ,202,372,186.00 ,68.80 ,4.50 ,1644.00 ,7.80 ,0.00 ,248.00 ,66.10 ,8.50 ,1762.00 ,7.70 ,150,460.00 ,100.00 ,76.00 ,0.30 ,1768.00 ,7.50 ,20,100.00 ,28.00 ,82.10 ,0.00 ,1764.00 ,0.00 ,59.70 ,96.50 ,86.7,78.3,90.1,73.1,84.90 ,100.00 ,D-8/3/90
42289.00 ,3.3,7.70 ,150,289,182.00 ,73.60 ,2.50 ,1698.00 ,8.00 ,130,134.00 ,68.70 ,2.00 ,1718.00 ,8.00 ,76,202.00 ,68.00 ,73.50 ,0.50 ,1604.00 ,7.70 ,25,87.00 ,21.00 ,83.80 ,0.00 ,1694.00 ,41.5,49.30 ,75.00 ,67.1,56.9,83.3,69.9,88.50 ,100.00 ,D-8/3/91
52933.00 ,1.75,7.90 ,135,317,180.00 ,53.50 ,3.50 ,1362.00 ,7.90 ,181,268.00 ,59.70 ,4.60 ,1417.00 ,7.60 ,114,285.00 ,104.00 ,71.20 ,0.50 ,1459.00 ,7.80 ,14,91.00 ,22.00 ,86.40 ,0.00 ,1555.00 ,37,61.20 ,89.10 ,87.7,68.1,89.6,71.3,87.80 ,100.00 ,D-8/4/90
27931.00 ,2.2,7.50 ,296,455,278.00 ,78.40 ,4.30 ,1439.00 ,7.60 ,255,182.00 ,69.20 ,3.90 ,1436.00 ,7.60 ,131,318.00 ,84.00 ,83.30 ,0.30 ,1421.00 ,7.60 ,15,106.00 ,13.00 ,96.20 ,0.00 ,1423.00 ,48.6,53.80 ,92.30 ,88.5,66.7,94.9,76.7,95.30 ,100.00 ,D-8/4/91
25957.00 ,0.6,8.10 ,404,455,448.00 ,38.40 ,5.00 ,1229.00 ,7.80 ,491,692.00 ,38.70 ,11.50 ,1279.00 ,7.80 ,285,0.00 ,110.00 ,70.90 ,0.40 ,1156.00 ,7.80 ,20,83.00 ,25.00 ,90.70 ,0.05 ,1021.00 ,42,84.10 ,97.00 ,93,0.00 ,95,81.8,94.40 ,99.00 ,D-8/5/90
34150.00 ,3.1,7.90 ,228,486,184.00 ,69.60 ,4.50 ,1912.00 ,8.00 ,209,214.00 ,69.20 ,4.00 ,1867.00 ,8.00 ,145,297.00 ,100.00 ,78.00 ,0.50 ,1889.00 ,7.80 ,24,86.00 ,16.00 ,81.30 ,0.02 ,1888.00 ,30.6,53.30 ,88.80 ,83.4,71,89.5,82.3,91.30 ,99.60 ,D-8/5/91
33251.00 ,1,7.60 ,225,578,256.00 ,65.60 ,5.50 ,1510.00 ,7.60 ,224,276.00 ,53.60 ,6.50 ,1486.00 ,7.70 ,119,319.00 ,102.00 ,64.70 ,0.30 ,1492.00 ,7.60 ,15,151.00 ,25.00 ,76.80 ,0.05 ,1461.00 ,46.9,63.00 ,95.40 ,87.4,52.7,93.3,73.9,90.20 ,99.10 ,D-8/6/90
33020.00 ,0.8,7.70 ,176,422,176.00 ,61.40 ,4.00 ,2200.00 ,7.70 ,176,196.00 ,59.20 ,3.50 ,2180.00 ,7.70 ,120,274.00 ,72.00 ,63.90 ,0.30 ,2230.00 ,7.80 ,14,82.00 ,16.00 ,68.80 ,0.00 ,2140.00 ,31.8,63.30 ,91.40 ,88.3,70.1,92,80.6,90.90 ,100.00 ,D-8/7/90
26590.00 ,2.92,7.50 ,134,351,108.00 ,81.50 ,3.00 ,1135.00 ,7.50 ,154,182.00 ,64.80 ,3.00 ,1115.00 ,7.50 ,123,351.00 ,124.00 ,75.80 ,0.90 ,1117.00 ,7.40 ,12,107.00 ,15.00 ,78.70 ,0.01 ,1220.00 ,20.1,31.90 ,70.00 ,90.2,69.5,91,69.5,86.10 ,99.70 ,D-8/7/91
45027.00 ,2.5,7.70 ,48,156,242.00 ,25.60 ,1.40 ,1400.00 ,7.90 ,63,266.00 ,24.80 ,1.90 ,1403.00 ,7.80 ,37,112.00 ,84.00 ,47.60 ,0.20 ,1363.00 ,8.00 ,5,60.00 ,12.00 ,83.30 ,0.00 ,1407.00 ,41.3,68.40 ,89.50 ,86.5,46.4,89.6,61.5,95.00 ,100.00 ,D-8/8/90
29027.00 ,0.4,7.60 ,136,328,186.00 ,67.70 ,3.00 ,899.00 ,7.60 ,132,170.00 ,71.80 ,2.50 ,921.00 ,7.60 ,73,192.00 ,61.00 ,83.60 ,0.20 ,872.00 ,7.80 ,11,76.00 ,23.00 ,76.50 ,0.02 ,898.00 ,0.00 ,64.10 ,94.00 ,84.9,60.4,91.9,76.8,87.60 ,99.30 ,D-8/8/91
36281.00 ,2,7.80 ,0.00 ,612,226.00 ,70.80 ,8.00 ,1544.00 ,7.90 ,0.00 ,268.00 ,65.70 ,8.00 ,1503.00 ,7.80 ,158.00 ,259.00 ,100.00 ,80.00 ,0.40 ,1443.00 ,7.50 ,38,106.00 ,34.00 ,86.70 ,0.02 ,1239.00 ,0.00 ,62.70 ,95.60 ,75.9,59.1,0.00 ,82.7,85.00 ,99.80 ,D-9/1/90
37735.00 ,1.67,7.90 ,203,487,168.00 ,77.40 ,3.50 ,1353.00 ,8.10 ,231,196.00 ,70.40 ,5.50 ,1338.00 ,8.10 ,107,341.00 ,60.00 ,86.70 ,0.20 ,1250.00 ,7.80 ,17,166.00 ,15.00 ,90.00 ,0.01 ,1268.00 ,53.7,69.40 ,96.40 ,84.1,51.3,91.6,65.9,91.10 ,99.70 ,D-9/1/91
46240.00 ,2.7,7.90 ,122,287,168.00 ,50.00 ,2.00 ,1906.00 ,7.80 ,157,188.00 ,53.20 ,2.00 ,2130.00 ,7.80 ,99,198.00 ,92.00 ,58.70 ,0.20 ,810.00 ,7.80 ,12,43.00 ,16.00 ,77.50 ,0.05 ,1425.00 ,36.9,51.10 ,92.50 ,87.9,78.3,90.2,85,90.50 ,97.50 ,D-9/10/90
29448.00 ,3,7.60 ,115,272,266.00 ,38.40 ,2.50 ,1418.00 ,7.70 ,117,290.00 ,40.00 ,3.50 ,1385.00 ,7.70 ,75,248.00 ,84.00 ,69.10 ,0.20 ,1446.00 ,7.60 ,18,52.00 ,18.00 ,68.90 ,0.02 ,1498.00 ,35.9,71.00 ,95.70 ,76,79,84.3,80.9,93.20 ,99.20 ,D-9/10/91
45151.00 ,1.7,8.30 ,185,457,184.00 ,69.60 ,4.00 ,1944.00 ,8.30 ,161,228.00 ,61.40 ,5.50 ,2050.00 ,8.10 ,109,325.00 ,98.00 ,75.50 ,0.40 ,2090.00 ,7.80 ,18,98.00 ,17.00 ,75.30 ,0.05 ,1824.00 ,32.3,57.00 ,92.70 ,83.5,69.8,90.3,78.6,90.80 ,98.80 ,D-9/11/90
32799.00 ,5.9,8.40 ,215,440,190.00 ,69.50 ,0.00 ,1380.00 ,8.30 ,228,228.00 ,67.50 ,0.00 ,1408.00 ,8.10 ,113,213.00 ,78.00 ,76.90 ,0.00 ,1362.00 ,7.80 ,9,60.00 ,13.00 ,76.90 ,0.00 ,1379.00 ,50.4,65.80 ,0.00 ,92,71.8,95.8,86.4,93.20 ,68.20 ,D-9/12/90
34193.00 ,2,8.00 ,166,396,176.00 ,70.50 ,4.00 ,1265.00 ,8.00 ,178,188.00 ,70.20 ,5.50 ,1380.00 ,7.80 ,165,368.00 ,90.00 ,77.80 ,0.20 ,1434.00 ,7.50 ,26,106.00 ,31.00 ,83.90 ,0.00 ,1442.00 ,7.3,52.10 ,96.40 ,84.2,71.2,84.3,73.2,82.40 ,100.00 ,D-9/2/90
41115.00 ,6,7.80 ,0.00 ,552,262.00 ,64.10 ,5.00 ,1603.00 ,7.80 ,0.00 ,320.00 ,67.50 ,6.50 ,1608.00 ,7.80 ,192,376.00 ,122.00 ,72.10 ,0.40 ,1668.00 ,7.50 ,21,76.00 ,26.00 ,84.60 ,0.05 ,1703.00 ,0.00 ,61.90 ,93.80 ,89.1,79.8,0.00 ,86.2,90.10 ,99.00 ,D-9/3/90
36510.00 ,1.5,7.90 ,91,325,122.00 ,77.00 ,3.50 ,1026.00 ,7.90 ,109,124.00 ,93.50 ,3.70 ,1063.00 ,7.80 ,81,227.00 ,64.00 ,96.90 ,0.40 ,983.00 ,7.70 ,15,74.00 ,11.00 ,100.00 ,0.00 ,1039.00 ,25.7,48.40 ,89.20 ,81.5,67.4,83.5,77.2,91.00 ,100.00 ,D-9/4/90
32954.00 ,0.7,7.70 ,269,423,192.00 ,67.70 ,6.00 ,1164.00 ,7.90 ,360,266.00 ,58.60 ,7.00 ,1170.00 ,7.90 ,145,314.00 ,94.00 ,70.20 ,0.60 ,1222.00 ,7.70 ,16,110.00 ,15.00 ,97.80 ,0.00 ,1149.00 ,59.7,64.70 ,91.40 ,89,65,94.1,74,92.20 ,100.00 ,D-9/4/91
